Entry	Status	Gene ontology (cellular component)
Q9W2W1	unreviewed	integral component of membrane [GO:0016021]; nucleoplasm [GO:0005654]
R4I077	unreviewed	
Q9VHW9	unreviewed	
Q9VKE7	unreviewed	
Q7K4B2	unreviewed	nucleolus [GO:0005730]; preribosome, large subunit precursor [GO:0030687]
Q9VIM5	reviewed	apical cortex [GO:0045179]; Arp2/3 protein complex [GO:0005885]
P40796	reviewed	euchromatin [GO:0000791]; nucleus [GO:0005634]; ribonucleoprotein complex [GO:1990904]
Q9V3S6	unreviewed	cytoplasm [GO:0005737]
P29555	reviewed	nucleus [GO:0005634]; RNA polymerase II transcription factor complex [GO:0090575]; transcription factor complex [GO:0005667]
Q9VR04	unreviewed	
P29617	reviewed	apical cortex [GO:0045179]; basal cortex [GO:0045180]; basal part of cell [GO:0045178]; cell cortex [GO:0005938]; nucleus [GO:0005634]; plasma membrane [GO:0005886]
P29673	reviewed	nucleus [GO:0005634]
P29681	reviewed	cytoplasm [GO:0005737]; extracellular region [GO:0005576]; extrinsic component of membrane [GO:0019898]
P29747	reviewed	nucleus [GO:0005634]; polytene chromosome [GO:0005700]
P29829	reviewed	cytoplasm [GO:0005737]; heterotrimeric G-protein complex [GO:0005834]; rhabdomere [GO:0016028]
P36188	reviewed	troponin complex [GO:0005861]
Q9VKP6	unreviewed	
P29845	reviewed	cytoplasm [GO:0005737]; mitochondrion [GO:0005739]
Q0KI14	unreviewed	apical plasma membrane [GO:0016324]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; receptor complex [GO:0043235]
P30189	reviewed	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nuclear euchromatin [GO:0005719]; nucleolus [GO:0005730]; nucleus [GO:0005634]; polytene chromosome [GO:0005700]; polytene chromosome puff [GO:0005703]; replication fork protection complex [GO:0031298]
Q9VRP9	reviewed	nucleus [GO:0005634]
Q5BI31	unreviewed	
Q86BI9	unreviewed	extracellular space [GO:0005615]
Q9VAV6	unreviewed	histone acetyltransferase complex [GO:0000123]; MSL complex [GO:0072487]; nuclear chromatin [GO:0000790]; nucleus [GO:0005634]
Q9VFB3	unreviewed	cytosol [GO:0005829]
Q9W1A3	unreviewed	cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q9Y091	reviewed	nucleus [GO:0005634]; RNA N6-methyladenosine methyltransferase complex [GO:0036396]
Q9VL31	reviewed	
Q9W4E8	unreviewed	nucleolus [GO:0005730]
P31396	reviewed	nucleus [GO:0005634]
Q9W2R4	unreviewed	apical cortex [GO:0045179]; apical part of cell [GO:0045177]; cell cortex [GO:0005938]; cytoplasm [GO:0005737]
Q9VFH8	unreviewed	
Q9VJR9	unreviewed	COP9 signalosome [GO:0008180]
Q9VK55	unreviewed	Golgi apparatus [GO:0005794]
Q9VM22	unreviewed	bicellular tight junction [GO:0005923]
Q9Y0Y7	reviewed	plasma membrane [GO:0005886]
P32234	reviewed	
Q9V3H7	unreviewed	integral component of membrane [GO:0016021]
Q9VGZ4	unreviewed	Cul4-RING E3 ubiquitin ligase complex [GO:0080008]
Q961G1	reviewed	cis-Golgi network [GO:0005801]; Golgi membrane [GO:0000139]; Golgi transport complex [GO:0017119]
Q9VWK5	unreviewed	cytoplasm [GO:0005737]; nuclear inner membrane [GO:0005637]; nuclear pore [GO:0005643]; nucleus [GO:0005634]
P32748	reviewed	integral component of membrane [GO:0016021]; mitochondrial inner membrane [GO:0005743]; mitochondrial intermembrane space [GO:0005758]; mitochondrion [GO:0005739]; plasma membrane [GO:0005886]
P32865	reviewed	cytoplasm [GO:0005737]; plasma membrane [GO:0005886]
P32866	reviewed	cytoplasm [GO:0005737]; plasma membrane [GO:0005886]
Q7PLL3	unreviewed	cytosol [GO:0005829]; polysome [GO:0005844]
Q9U1H0	reviewed	cytosol [GO:0005829]; nucleus [GO:0005634]
Q9VEJ4	unreviewed	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]
Q9VVN1	unreviewed	integral component of membrane [GO:0016021]
Q9VWJ8	unreviewed	integral component of membrane [GO:0016021]
Q9W1L7	unreviewed	cytosol [GO:0005829]
P33450	reviewed	apical plasma membrane [GO:0016324]; apicolateral plasma membrane [GO:0016327]; integral component of membrane [GO:0016021]; integral component of plasma membrane [GO:0005887]; mitochondrion [GO:0005739]; plasma membrane [GO:0005886]
Q9VKY1	reviewed	apical plasma membrane [GO:0016324]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; subapical complex [GO:0035003]
Q7YTY6	reviewed	extracellular space [GO:0005615]
Q9W1J7	unreviewed	
P35005	reviewed	cytoplasm [GO:0005737]; extracellular space [GO:0005615]
Q8SYP8	unreviewed	cleavage furrow [GO:0032154]; cytoplasm [GO:0005737]
Q9W220	unreviewed	integral component of membrane [GO:0016021]
P35122	reviewed	cytoplasm [GO:0005737]
P35128	reviewed	cytosol [GO:0005829]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; UBC13-UEV1A complex [GO:0035370]
P35220	reviewed	actin cytoskeleton [GO:0015629]; adherens junction [GO:0005912]; catenin complex [GO:0016342]; cell-cell adherens junction [GO:0005913]; cytoplasm [GO:0005737]; plasma membrane [GO:0005886]; spot adherens junction [GO:0005914]; zonula adherens [GO:0005915]
Q9VXQ3	unreviewed	cytosol [GO:0005829]
Q9VHQ0	unreviewed	mitochondrial small ribosomal subunit [GO:0005763]
Q7JR34	unreviewed	cytoplasm [GO:0005737]; integral component of membrane [GO:0016021]; ubiquitin ligase complex [GO:0000151]
Q8I0D4	unreviewed	
P35421	reviewed	cytoplasm [GO:0005737]
Q9VQF4	unreviewed	cytoplasm [GO:0005737]; cytosol [GO:0005829]
P35600	reviewed	DNA replication factor C complex [GO:0005663]; nucleus [GO:0005634]
P35875	reviewed	Cajal body [GO:0015030]; chromosome [GO:0005694]; histone locus body [GO:0035363]; nuclear euchromatin [GO:0005719]; nucleolus [GO:0005730]; nucleus [GO:0005634]; polytene chromosome [GO:0005700]; polytene chromosome puff [GO:0005703]
Q9U6R9	unreviewed	cytoplasm [GO:0005737]; presynapse [GO:0098793]; SNARE complex [GO:0031201]; vacuolar membrane [GO:0005774]
Q9VIL6	unreviewed	
Q9VV60	unreviewed	aminoacyl-tRNA synthetase multienzyme complex [GO:0017101]; cytoplasm [GO:0005737]; extracellular space [GO:0005615]; methionyl glutamyl tRNA synthetase complex [GO:0017102]
Q9VCG0	unreviewed	nucleus [GO:0005634]
Q9VVV9	reviewed	cytoplasm [GO:0005737]; nucleus [GO:0005634]; plasma membrane [GO:0005886]
P36975	reviewed	cell junction [GO:0030054]; cytoplasm [GO:0005737]; membrane [GO:0016020]; plasma membrane [GO:0005886]; SNARE complex [GO:0031201]; terminal bouton [GO:0043195]
P37161	reviewed	extracellular space [GO:0005615]
Q9W3I4	unreviewed	
P37276	reviewed	axon cytoplasm [GO:1904115]; cell cortex [GO:0005938]; cytoplasm [GO:0005737]; cytoplasmic dynein complex [GO:0005868]; dynein complex [GO:0030286]; fusome [GO:0045169]; Golgi apparatus [GO:0005794]; kinetochore [GO:0000776]; microtubule [GO:0005874]; microtubule associated complex [GO:0005875]; ribonucleoprotein complex [GO:1990904]
Q9VGV8	unreviewed	
Q9VP78	unreviewed	Golgi membrane [GO:0000139]; plasma membrane [GO:0005886]; postsynapse of neuromuscular junction [GO:0098975]
P39413	reviewed	nucleus [GO:0005634]
Q9W0P9	unreviewed	nuclear chromosome [GO:0000228]; nucleus [GO:0005634]
Q9VH07	reviewed	brahma complex [GO:0035060]; Ino80 complex [GO:0031011]; NuA4 histone acetyltransferase complex [GO:0035267]; nucleus [GO:0005634]; R2TP complex [GO:0097255]; Swr1 complex [GO:0000812]
Q7K527	unreviewed	integral component of membrane [GO:0016021]; integral component of plasma membrane [GO:0005887]
Q8MRL3	unreviewed	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
Q9VEJ3	unreviewed	
Q9VIQ8	unreviewed	integral component of membrane [GO:0016021]; mitochondrial respiratory chain complex IV [GO:0005751]; mitochondrion [GO:0005739]
Q9VTY6	reviewed	cytoplasm [GO:0005737]; microtubule organizing center [GO:0005815]; nucleus [GO:0005634]; ubiquitin ligase complex [GO:0000151]
Q9W2F6	unreviewed	extracellular space [GO:0005615]
Q9W3E7	unreviewed	chorion [GO:0042600]
Q9W3S0	unreviewed	
Q9W462	reviewed	integral component of membrane [GO:0016021]; mitochondrial outer membrane [GO:0005741]
A1YK02	reviewed	nuclear membrane [GO:0031965]; nuclear pore outer ring [GO:0031080]
Q9VS67	unreviewed	extracellular space [GO:0005615]
Q9VV77	unreviewed	nucleus [GO:0005634]; PcG protein complex [GO:0031519]; PRC1 complex [GO:0035102]
P39770	reviewed	nucleus [GO:0005634]
P40139	reviewed	extracellular region [GO:0005576]
P40141	reviewed	extracellular region [GO:0005576]
P40304	reviewed	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; proteasome complex [GO:0000502]; proteasome core complex [GO:0005839]; proteasome core complex, beta-subunit complex [GO:0019774]
Q9VFI3	unreviewed	
Q9VBU0	unreviewed	
Q95YH7	unreviewed	cytoplasm [GO:0005737]
Q8IQ13	reviewed	
Q9V439	reviewed	chromatin [GO:0000785]; mediator complex [GO:0016592]; nucleolus [GO:0005730]; nucleus [GO:0005634]
Q9VHS3	unreviewed	
Q9VNH6	reviewed	apical plasma membrane [GO:0016324]; basal plasma membrane [GO:0009925]; cytoplasm [GO:0005737]; exocyst [GO:0000145]; growth cone membrane [GO:0032584]; membrane [GO:0016020]; plasma membrane [GO:0005886]; presynapse [GO:0098793]; rhabdomere [GO:0016028]; synapse [GO:0045202]
Q9VR21	unreviewed	male germ cell nucleus [GO:0001673]; transcription factor TFIID complex [GO:0005669]
Q9VVG9	unreviewed	
Q9W2Y4	unreviewed	preribosome, small subunit precursor [GO:0030688]
U3PXA7	unreviewed	exocyst [GO:0000145]
Q9VL70	unreviewed	mitochondrion [GO:0005739]
Q9VPE3	unreviewed	basolateral plasma membrane [GO:0016323]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
Q9VTL4	unreviewed	cytoplasm [GO:0005737]; extracellular space [GO:0005615]
Q9VZN6	unreviewed	extracellular region [GO:0005576]
P40791	reviewed	nucleus [GO:0005634]
Q9VCU9	reviewed	cytoplasm [GO:0005737]; micro-ribonucleoprotein complex [GO:0035068]; nucleus [GO:0005634]; RISC complex [GO:0016442]; RISC-loading complex [GO:0070578]
Q9VDE9	unreviewed	cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]
Q9VEV1	unreviewed	cytoplasm [GO:0005737]; ruffle [GO:0001726]
Q9VIS1	reviewed	intracellular [GO:0005622]
Q9W330	unreviewed	cytosol [GO:0005829]
X2JDH0	unreviewed	axon [GO:0030424]; cytoplasm [GO:0005737]; neuronal cell body [GO:0043025]; nucleus [GO:0005634]
Q6NLM7	unreviewed	
Q6WV20	reviewed	Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; Golgi stack [GO:0005795]; integral component of membrane [GO:0016021]
Q9VS37	unreviewed	anaphase-promoting complex [GO:0005680]; nucleus [GO:0005634]; precatalytic spliceosome [GO:0071011]
P40797	reviewed	apical plasma membrane [GO:0016324]; cleavage furrow [GO:0032154]; contractile ring [GO:0070938]; intercellular bridge [GO:0045171]; microtubule cytoskeleton [GO:0015630]; mitochondrion [GO:0005739]; plasma membrane [GO:0005886]; septin complex [GO:0031105]; septin filament array [GO:0032160]; septin ring [GO:0005940]
Q9VHB1	unreviewed	integral component of membrane [GO:0016021]; integral component of mitochondrial inner membrane [GO:0031305]
Q7JW00	unreviewed	integral component of membrane [GO:0016021]; mitochondrial respiratory chain complex IV [GO:0005751]
Q7K0D8	reviewed	centrosome [GO:0005813]; chromatin [GO:0000785]; cytoplasm [GO:0005737]; nuclear membrane [GO:0031965]; nuclear pore [GO:0005643]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; polytene chromosome band [GO:0005704]
Q7K126	unreviewed	CCR4-NOT complex [GO:0030014]; CCR4-NOT core complex [GO:0030015]; cytoplasm [GO:0005737]; nucleus [GO:0005634]; P-body [GO:0000932]
Q8IMY3	unreviewed	cell [GO:0005623]
Q8IQN0	unreviewed	
Q9V3I9	unreviewed	CCR4-NOT core complex [GO:0030015]; nucleus [GO:0005634]; P-body [GO:0000932]
Q9VN86	unreviewed	integral component of membrane [GO:0016021]; lipid droplet [GO:0005811]; mitochondrion [GO:0005739]; plasma membrane [GO:0005886]
Q9VXE6	reviewed	cytoplasm [GO:0005737]; nuclear envelope [GO:0005635]; nuclear euchromatin [GO:0005719]; nuclear membrane [GO:0031965]; nuclear periphery [GO:0034399]; nuclear pore central transport channel [GO:0044613]; nuclear pore nuclear basket [GO:0044615]; nucleus [GO:0005634]; spindle [GO:0005819]
P40807	reviewed	cytoplasm [GO:0005737]
P40808	reviewed	cytoplasm [GO:0005737]
P40945	reviewed	cytoplasm [GO:0005737]; Golgi apparatus [GO:0005794]; plasma membrane [GO:0005886]; presynapse [GO:0098793]
Q9VCL7	unreviewed	intracellular [GO:0005622]
Q27580	reviewed	cytosol [GO:0005829]
Q7JQN4	unreviewed	
Q8IPP5	unreviewed	cell surface [GO:0009986]; Golgi apparatus [GO:0005794]
Q8MKL0	unreviewed	integral component of membrane [GO:0016021]
Q9VBY8	reviewed	cytoskeleton [GO:0005856]; filopodium [GO:0030175]; late endosome [GO:0005770]; lysosome [GO:0005764]; secretory vesicle [GO:0099503]; synaptic vesicle [GO:0008021]
Q9VC18	unreviewed	
Q9VCI7	unreviewed	centrosome [GO:0005813]; cytoplasm [GO:0005737]; nuclear pore [GO:0005643]; nucleus [GO:0005634]
Q9VIL0	reviewed	acroblast [GO:0036063]; cytoplasm [GO:0005737]; Golgi apparatus [GO:0005794]; trans-Golgi network [GO:0005802]; TRAPP complex [GO:0030008]
Q9VKD3	reviewed	cytosol [GO:0005829]; L-cysteine desulfurase complex [GO:1990221]; mitochondrion [GO:0005739]; nucleus [GO:0005634]
Q9VPP5	reviewed	ribonuclease H2 complex [GO:0032299]
Q9VS57	unreviewed	endoplasmic reticulum [GO:0005783]; fusome [GO:0045169]; integral component of endoplasmic reticulum membrane [GO:0030176]; Sec62/Sec63 complex [GO:0031207]
Q9VUQ8	reviewed	cytoplasm [GO:0005737]; nucleus [GO:0005634]; ubiquitin ligase complex [GO:0000151]
Q9W329	unreviewed	clathrin adaptor complex [GO:0030131]; clathrin-coated vesicle [GO:0030136]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; perinuclear region of cytoplasm [GO:0048471]; trans-Golgi network [GO:0005802]
U3PV94	unreviewed	
P41042	reviewed	cytosolic ribosome [GO:0022626]; cytosolic small ribosomal subunit [GO:0022627]
P41043	reviewed	cytoplasm [GO:0005737]
P41046	reviewed	centrosome [GO:0005813]; cytoplasm [GO:0005737]; ESC/E(Z) complex [GO:0035098]; nucleus [GO:0005634]; polytene chromosome [GO:0005700]; PRC1 complex [GO:0035102]
P41073	reviewed	catalytic step 2 spliceosome [GO:0071013]; chromosome [GO:0005694]; precatalytic spliceosome [GO:0071011]
Q9VAU2	unreviewed	cytoplasm [GO:0005737]; membrane [GO:0016020]; mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]
Q9VQF5	unreviewed	
Q9VLG3	unreviewed	integral component of membrane [GO:0016021]
Q9VU58	reviewed	extracellular region [GO:0005576]; extracellular space [GO:0005615]
Q9W4N6	unreviewed	
P41126	reviewed	cytosolic large ribosomal subunit [GO:0022625]; cytosolic ribosome [GO:0022626]
Q06521	reviewed	extracellular region [GO:0005576]
Q9VM95	reviewed	nucleolus [GO:0005730]; nucleus [GO:0005634]
Q7KV94	unreviewed	cytoplasm [GO:0005737]
Q9VN84	unreviewed	cytosol [GO:0005829]
Q9VSH7	unreviewed	extracellular matrix [GO:0031012]
P41964	reviewed	extracellular space [GO:0005615]
Q8INP3	unreviewed	
Q8WQ62	unreviewed	
Q9V853	reviewed	cytoplasm [GO:0005737]; cytosol [GO:0005829]; ubiquitin ligase complex [GO:0000151]
Q9VBW6	reviewed	nucleus [GO:0005634]
Q9VFL9	unreviewed	
Q9VHF4	unreviewed	
Q9VS85	unreviewed	autophagosome [GO:0005776]; lysosome [GO:0005764]; nuclear periphery [GO:0034399]; presynapse [GO:0098793]
Q9VWQ7	unreviewed	intracellular [GO:0005622]
Q9W022	unreviewed	mitochondrion [GO:0005739]
Q9W0P2	unreviewed	nucleus [GO:0005634]; replication fork [GO:0005657]
Q9Y0H4	reviewed	cell cortex [GO:0005938]; cytoplasm [GO:0005737]
P42124	reviewed	ESC/E(Z) complex [GO:0035098]; histone methyltransferase complex [GO:0035097]; nuclear chromatin [GO:0000790]; nucleus [GO:0005634]
P54359	reviewed	microtubule cytoskeleton [GO:0015630]; septin complex [GO:0031105]; septin filament array [GO:0032160]; septin ring [GO:0005940]; spindle [GO:0005819]
Q8IH24	reviewed	core mediator complex [GO:0070847]; mediator complex [GO:0016592]; nucleus [GO:0005634]
P42271	reviewed	centrosome [GO:0005813]; cytoplasm [GO:0005737]; gamma-tubulin complex [GO:0000930]; meiotic spindle [GO:0072687]; microtubule [GO:0005874]; nucleus [GO:0005634]; spindle [GO:0005819]
Q9VCK2	reviewed	extracellular region [GO:0005576]
P42280	reviewed	cytoplasm [GO:0005737]; extracellular space [GO:0005615]
Q9W1M8	reviewed	integral component of membrane [GO:0016021]; integrin complex [GO:0008305]
Q8T051	unreviewed	nucleus [GO:0005634]
Q9W0N9	unreviewed	nucleus [GO:0005634]
Q9W283	unreviewed	adherens junction [GO:0005912]; apical plasma membrane [GO:0016324]
Q9W4F3	unreviewed	
Q9W5Q1	unreviewed	nucleus [GO:0005634]
Q9XYF4	reviewed	apoptosome [GO:0043293]; cytoplasm [GO:0005737]
P42286	reviewed	cytoplasm [GO:0005737]
P48611	reviewed	mitochondrion [GO:0005739]
P91621	reviewed	cell junction [GO:0030054]; intracellular [GO:0005622]; synapse [GO:0045202]
Q9VAW3	unreviewed	
Q9VLI0	unreviewed	vacuolar membrane [GO:0005774]
Q9VP05	reviewed	mediator complex [GO:0016592]; nucleus [GO:0005634]
Q9VWH1	unreviewed	nucleus [GO:0005634]
Q9XYB0	unreviewed	integral component of membrane [GO:0016021]
Q9Y093	unreviewed	
Q8MZC4	reviewed	integral component of membrane [GO:0016021]; mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]
Q9VHV9	unreviewed	
Q9VN06	unreviewed	
Q9VWM4	unreviewed	
Q9W0S6	unreviewed	mitochondrial large ribosomal subunit [GO:0005762]
P42519	reviewed	endoplasmic reticulum [GO:0005783]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; integral component of endoplasmic reticulum membrane [GO:0030176]; late endosome membrane [GO:0031902]; perinuclear endoplasmic reticulum [GO:0097038]; plasma membrane [GO:0005886]
P42787	reviewed	endomembrane system [GO:0012505]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; integral component of membrane [GO:0016021]; perinuclear region of cytoplasm [GO:0048471]
P43125	reviewed	cytoplasm [GO:0005737]; integral component of membrane [GO:0016021]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]; subrhabdomeral cisterna [GO:0016029]
P43332	reviewed	catalytic step 2 spliceosome [GO:0071013]; nucleus [GO:0005634]; precatalytic spliceosome [GO:0071011]; protein-containing complex [GO:0032991]; ribonucleoprotein complex [GO:1990904]; small nuclear ribonucleoprotein complex [GO:0030532]; spliceosomal complex [GO:0005681]; U1 snRNP [GO:0005685]; U2 snRNP [GO:0005686]
Q9V3N8	reviewed	
Q7KVY7	reviewed	cytoplasm [GO:0005737]; endomembrane system [GO:0012505]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; postsynaptic membrane [GO:0045211]; presynaptic active zone membrane [GO:0048787]; presynaptic membrane [GO:0042734]; SNARE complex [GO:0031201]; synaptic vesicle [GO:0008021]
S5W2P0	unreviewed	integral component of membrane [GO:0016021]
P83967	reviewed	actin filament [GO:0005884]; cytoplasm [GO:0005737]
Q9VHM0	unreviewed	
Q9VL16	unreviewed	integral component of mitochondrial outer membrane [GO:0031307]
Q9VTY1	unreviewed	
Q7JY80	unreviewed	
Q8IMY6	unreviewed	
Q8IS44	reviewed	integral component of membrane [GO:0016021]; integral component of plasma membrane [GO:0005887]; intracellular [GO:0005622]
Q8SXR5	unreviewed	
Q8T0U2	unreviewed	
Q9VDN6	unreviewed	
Q9VGJ9	unreviewed	endomembrane system [GO:0012505]; integral component of membrane [GO:0016021]; membrane [GO:0016020]
Q9VW81	unreviewed	extracellular space [GO:0005615]
Q9V477	reviewed	apical plasma membrane [GO:0016324]; integral component of membrane [GO:0016021]
Q9VBD9	unreviewed	extracellular matrix [GO:0031012]
Q9VBE0	unreviewed	extracellular matrix [GO:0031012]
Q9VP20	unreviewed	
Q9VWV5	unreviewed	
Q9W1G4	unreviewed	
Q9W3Q1	unreviewed	cytoplasm [GO:0005737]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; nucleus [GO:0005634]
Q07436	reviewed	apicolateral plasma membrane [GO:0016327]; cell-cell junction [GO:0005911]; cytoplasmic side of apical plasma membrane [GO:0098592]; cytoskeleton [GO:0005856]; Kibra-Ex-Mer complex [GO:0036375]; plasma membrane [GO:0005886]; zonula adherens [GO:0005915]
Q24322	reviewed	extracellular space [GO:0005615]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
Q5U0X8	unreviewed	Pwp2p-containing subcomplex of 90S preribosome [GO:0034388]; small-subunit processome [GO:0032040]
Q6NQZ5	unreviewed	centrosome [GO:0005813]
Q6XK19	unreviewed	apical plasma membrane [GO:0016324]
Q8IMP6	reviewed	nucleolus [GO:0005730]
Q8IP51	unreviewed	basement membrane [GO:0005604]
Q8IPA2	unreviewed	
Q8SXR4	unreviewed	
Q9NCG0	unreviewed	condensed chromosome outer kinetochore [GO:0000940]; kinesin complex [GO:0005871]; kinetochore [GO:0000776]; microtubule [GO:0005874]
Q9VC96	unreviewed	nucleus [GO:0005634]
Q9VCR0	unreviewed	cytoplasm [GO:0005737]
Q9VE02	unreviewed	
Q9VIM8	unreviewed	integral component of membrane [GO:0016021]
Q9VJE6	unreviewed	cell cortex [GO:0005938]; cleavage furrow [GO:0032154]; cytoplasm [GO:0005737]
Q9VKB2	unreviewed	cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q9VM89	unreviewed	nucleus [GO:0005634]
Q9VN14	reviewed	anchored component of membrane [GO:0031225]; axon [GO:0030424]; plasma membrane [GO:0005886]; septate junction [GO:0005918]
Q9VNC9	unreviewed	integral component of membrane [GO:0016021]
Q9VRE4	unreviewed	integral component of membrane [GO:0016021]
Q9VVT4	unreviewed	
Q9VVU1	unreviewed	cytosol [GO:0005829]; mitochondrion [GO:0005739]
Q9VWF2	reviewed	cytoplasm [GO:0005737]; euchromatin [GO:0000791]; heterochromatin [GO:0000792]; histone acetyltransferase complex [GO:0000123]; nBAF complex [GO:0071565]; nuclear chromatin [GO:0000790]; nucleus [GO:0005634]; polytene chromosome [GO:0005700]; polytene chromosome chromocenter [GO:0005701]; RSC-type complex [GO:0016586]
Q9VXK5	unreviewed	nucleolus [GO:0005730]; preribosome, large subunit precursor [GO:0030687]
Q9VZS7	unreviewed	
Q9W3Y4	reviewed	cell cortex [GO:0005938]; cytoskeleton [GO:0005856]
Q9W5W9	unreviewed	male germ cell nucleus [GO:0001673]; polytene chromosome [GO:0005700]
Q9Y109	unreviewed	nucleus [GO:0005634]
Q9VRR0	unreviewed	integral component of membrane [GO:0016021]
Q7K3U4	unreviewed	cytosol [GO:0005829]; intracellular membrane-bounded organelle [GO:0043231]; mitochondrion [GO:0005739]
Q9VG04	unreviewed	cytosol [GO:0005829]; nucleus [GO:0005634]
P46415	reviewed	
Q24113	unreviewed	nucleus [GO:0005634]; spliceosomal complex [GO:0005681]
Q24292	reviewed	apicolateral plasma membrane [GO:0016327]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
Q95NH6	reviewed	extracellular region [GO:0005576]; extracellular space [GO:0005615]
Q9I7P3	unreviewed	BBSome [GO:0034464]; ciliary basal body [GO:0036064]
Q9VHX3	unreviewed	
Q9VN41	reviewed	Slx1-Slx4 complex [GO:0033557]
Q9W2X7	reviewed	
P46863	reviewed	aster [GO:0005818]; cytoplasm [GO:0005737]; endoplasmic reticulum [GO:0005783]; fusome [GO:0045169]; Golgi apparatus [GO:0005794]; kinesin complex [GO:0005871]; microtubule [GO:0005874]; microtubule associated complex [GO:0005875]; mitotic spindle [GO:0072686]; mitotic spindle microtubule [GO:1990498]; mitotic spindle pole [GO:0097431]; nucleus [GO:0005634]; spindle [GO:0005819]; spindle microtubule [GO:0005876]
Q9VKK6	unreviewed	
P46867	reviewed	axon cytoplasm [GO:1904115]; kinesin complex [GO:0005871]; microtubule [GO:0005874]; microtubule associated complex [GO:0005875]
P47825	reviewed	nucleus [GO:0005634]; transcription factor TFIID complex [GO:0005669]
Q08605	reviewed	euchromatin [GO:0000791]; nucleus [GO:0005634]; pericentric heterochromatin [GO:0005721]; polytene chromosome [GO:0005700]
P47938	reviewed	cytosol [GO:0005829]; nucleus [GO:0005634]
P47947	reviewed	nucleus [GO:0005634]
Q9VPA2	unreviewed	nucleus [GO:0005634]
P47949	reviewed	nucleus [GO:0005634]
P48451	reviewed	calcineurin complex [GO:0005955]; synaptic vesicle [GO:0008021]
P48148	reviewed	apical cortex [GO:0045179]; cell-cell contact zone [GO:0044291]; cell cortex [GO:0005938]; cell division site [GO:0032153]; cell hair [GO:0070451]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; intracellular membrane-bounded organelle [GO:0043231]; plasma membrane [GO:0005886]
Q9VJW0	unreviewed	
X2JDV1	unreviewed	nucleus [GO:0005634]
Q4V3X2	unreviewed	
Q9VFP9	unreviewed	cytosol [GO:0005829]; nucleus [GO:0005634]
Q9VTD4	unreviewed	endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]
Q9I7U4	reviewed	condensed nuclear chromosome [GO:0000794]; I band [GO:0031674]; sarcomere [GO:0030017]; striated muscle myosin thick filament [GO:0005863]; Z disc [GO:0030018]
Q9VVN6	reviewed	endoplasmic reticulum membrane [GO:0005789]; organelle membrane [GO:0031090]
P48593	reviewed	cytoplasm [GO:0005737]; nucleus [GO:0005634]; plasma membrane [GO:0005886]
Q9U1L4	unreviewed	nucleus [GO:0005634]
Q9VU21	unreviewed	
Q9W148	reviewed	cytoplasm [GO:0005737]; polytene chromosome [GO:0005700]; RNA polymerase II, core complex [GO:0005665]
Q7JZV0	reviewed	extracellular matrix [GO:0031012]
Q8T0D9	unreviewed	
Q9V9M8	unreviewed	mitochondrion [GO:0005739]
Q9VIL2	unreviewed	
Q9VWR5	reviewed	cytoplasm [GO:0005737]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; intracellular membrane-bounded organelle [GO:0043231]; organelle membrane [GO:0031090]
Q9W303	reviewed	extracellular region [GO:0005576]
Q9V3C4	unreviewed	Cajal body [GO:0015030]; cytoplasm [GO:0005737]; cytoplasmic U snRNP body [GO:0071254]; SMN complex [GO:0032797]
Q9VVX0	reviewed	cytoplasm [GO:0005737]; cytoplasmic U snRNP body [GO:0071254]; nucleus [GO:0005634]; SmD-containing SMN-Sm protein complex [GO:0034730]; SMN complex [GO:0032797]; SMN-Gemin2 complex [GO:0034718]; spliceosomal complex [GO:0005681]
Q9VCC0	reviewed	
Q9W5E2	unreviewed	nucleus [GO:0005634]
