Entry	Status	Gene ontology (cellular component)
Q02330	reviewed	cytoplasm [GO:0005737]; nucleus [GO:0005634]; transcription factor complex [GO:0005667]
Q965P0	unreviewed	
Q9BLC4	unreviewed	
Q9U2K7	unreviewed	snRNA-activating protein complex [GO:0019185]
Q9XWN9	unreviewed	nucleus [GO:0005634]
Q9XWQ6	unreviewed	
H2L010	unreviewed	
O17695	reviewed	cytoplasm [GO:0005737]; germ cell nucleus [GO:0043073]; histone deacetylase complex [GO:0000118]; nucleus [GO:0005634]; NuRD complex [GO:0016581]; Sin3-type complex [GO:0070822]
P53806	reviewed	cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q95XM4	unreviewed	cyclin-dependent protein kinase holoenzyme complex [GO:0000307]; SCF ubiquitin ligase complex [GO:0019005]
H2L019	unreviewed	nucleus [GO:0005634]
H2L025	unreviewed	
H2L028	unreviewed	apical plasma membrane [GO:0016324]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; receptor complex [GO:0043235]
H2L044	unreviewed	
H2L057	unreviewed	
H2L061	unreviewed	mitochondrial outer membrane [GO:0005741]
H2L067	unreviewed	cytoplasm [GO:0005737]; P granule [GO:0043186]
Q22619	reviewed	mitochondrial respiratory chain complex I [GO:0005747]; mitochondrion [GO:0005739]
H2L098	unreviewed	nucleus [GO:0005634]
H2L099	reviewed	cytoplasm [GO:0005737]; cytoplasmic side of apical plasma membrane [GO:0098592]
H2L0A7	unreviewed	
Q23520	unreviewed	
Q9TYM3	unreviewed	
H2L0C9	unreviewed	integral component of membrane [GO:0016021]; intracellular membrane-bounded organelle [GO:0043231]
Q19213	reviewed	Cul2-RING ubiquitin ligase complex [GO:0031462]; nucleus [GO:0005634]; VCB complex [GO:0030891]
H2L2A6	unreviewed	
O02056	reviewed	cytosolic large ribosomal subunit [GO:0022625]
O02327	reviewed	EGO complex [GO:0034448]; late endosome membrane [GO:0031902]; nucleus [GO:0005634]; preribosome, small subunit precursor [GO:0030688]
O17615	unreviewed	integral component of membrane [GO:0016021]
O18172	unreviewed	
O44552	reviewed	cytoplasm [GO:0005737]; nucleus [GO:0005634]
O45241	reviewed	
O45599	reviewed	cell periphery [GO:0071944]; extracellular region [GO:0005576]
O45607	unreviewed	integral component of membrane [GO:0016021]; neuronal cell body [GO:0043025]
O45660	unreviewed	integral component of membrane [GO:0016021]
O45901	unreviewed	extracellular space [GO:0005615]
O61775	unreviewed	cytoplasm [GO:0005737]
O62061	unreviewed	
O62404	unreviewed	
P34609	reviewed	axon [GO:0030424]; axon initial segment [GO:0043194]; axon terminus [GO:0043679]; cell body [GO:0044297]; cytoplasm [GO:0005737]; perinuclear region of cytoplasm [GO:0048471]
P34664	reviewed	nucleus [GO:0005634]
P34707	reviewed	endoplasmic reticulum [GO:0005783]; mitochondrion [GO:0005739]; nucleus [GO:0005634]
P42171	reviewed	cytoplasm [GO:0005737]; Golgi membrane [GO:0000139]
P90934	unreviewed	
P91270	unreviewed	integral component of membrane [GO:0016021]; mitochondrial inner membrane [GO:0005743]
P91453	unreviewed	
Q05062	reviewed	cell cortex [GO:0005938]; cell projection [GO:0042995]; centrosome [GO:0005813]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; integral component of membrane [GO:0016021]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; recycling endosome [GO:0055037]
Q09350	reviewed	
Q0G819	reviewed	axon [GO:0030424]; calcineurin complex [GO:0005955]; cytoplasm [GO:0005737]; dendrite [GO:0030425]; neuronal cell body [GO:0043025]; non-motile cilium [GO:0097730]; nucleus [GO:0005634]; perikaryon [GO:0043204]
Q17417	unreviewed	collagen trimer [GO:0005581]; integral component of membrane [GO:0016021]
Q17850	reviewed	axon [GO:0030424]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; hemidesmosome [GO:0030056]; integral component of membrane [GO:0016021]; membrane [GO:0016020]; neuronal cell body [GO:0043025]; perikaryon [GO:0043204]; plasma membrane [GO:0005886]
Q18409	reviewed	nucleus [GO:0005634]
Q18909	unreviewed	cytoplasm [GO:0005737]; nucleus [GO:0005634]; synapse [GO:0045202]
Q19762	unreviewed	integral component of membrane [GO:0016021]
Q1HB02	unreviewed	
Q20173	unreviewed	actin filament [GO:0005884]; cytoplasm [GO:0005737]; myofibril [GO:0030016]
Q20676	unreviewed	
Q20681	reviewed	
Q20803	unreviewed	
Q20981	unreviewed	cytoskeleton [GO:0005856]; endoplasmic reticulum membrane [GO:0005789]
Q21018	reviewed	mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]
Q21243	unreviewed	mitochondrion [GO:0005739]
Q21313	reviewed	basement membrane [GO:0005604]
Q21559	unreviewed	
Q21799	unreviewed	integral component of membrane [GO:0016021]
Q22167	unreviewed	
Q22522	unreviewed	
Q22936	unreviewed	
Q23254	unreviewed	integral component of plasma membrane [GO:0005887]
Q23401	unreviewed	
Q23485	unreviewed	integral component of membrane [GO:0016021]
Q5DX48	unreviewed	cell cortex [GO:0005938]
Q6I6D4	reviewed	axon [GO:0030424]; cell projection [GO:0042995]; centrosome [GO:0005813]; cilium [GO:0005929]; dendrite [GO:0030425]; intraciliary transport particle B [GO:0030992]; neuronal cell body [GO:0043025]
Q93228	unreviewed	
Q93233	unreviewed	
Q94239	unreviewed	
Q95Y49	unreviewed	
Q95ZS6	unreviewed	cleavage furrow [GO:0032154]; endocytic vesicle [GO:0030139]; midbody [GO:0030496]; recycling endosome membrane [GO:0055038]
Q9BIC2	unreviewed	
Q9BL70	unreviewed	
Q9GPA2	unreviewed	integral component of membrane [GO:0016021]
Q9N3C6	unreviewed	
Q9TXR6	unreviewed	integral component of membrane [GO:0016021]
Q9TXY4	unreviewed	
Q9TZI2	unreviewed	
Q9U1X4	reviewed	cytosol [GO:0005829]; membrane [GO:0016020]
Q9XU06	unreviewed	
Q9XV81		
Q9XVA2	unreviewed	
Q9XWK4	unreviewed	
Q9Y049	unreviewed	
H2L0F9	unreviewed	
H2L0J8	unreviewed	
H2L0K1	unreviewed	integral component of membrane [GO:0016021]
O16658	unreviewed	Golgi apparatus [GO:0005794]; integral component of Golgi membrane [GO:0030173]
H2L0L6	unreviewed	nucleus [GO:0005634]
H2L0N7	unreviewed	
O18697	unreviewed	cytoplasm [GO:0005737]
H2L2B3	unreviewed	
O02101	unreviewed	condensed chromosome [GO:0000793]; nuclear envelope [GO:0005635]; nucleoplasm [GO:0005654]; SWI/SNF complex [GO:0016514]
Q09646	unreviewed	nucleus [GO:0005634]; SWI/SNF complex [GO:0016514]
Q19503	reviewed	nucleus [GO:0005634]
Q20577	unreviewed	
Q22970	unreviewed	integral component of membrane [GO:0016021]
Q6BER5	reviewed	nucleus [GO:0005634]
Q9BL39	unreviewed	SWI/SNF complex [GO:0016514]
Q9XUB2	reviewed	centrosome [GO:0005813]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; P granule [GO:0043186]
O76258	unreviewed	endosome membrane [GO:0010008]; ESCRT I complex [GO:0000813]
P34540	reviewed	cytoplasm [GO:0005737]; dendrite cytoplasm [GO:0032839]; kinesin complex [GO:0005871]; kinesin I complex [GO:0016938]; microtubule [GO:0005874]; neuron projection [GO:0043005]; nuclear envelope [GO:0005635]; synapse [GO:0045202]
P53489	reviewed	Arp2/3 protein complex [GO:0005885]; cytoplasm [GO:0005737]
Q17763	unreviewed	mitochondrial proton-transporting ATP synthase, stator stalk [GO:0000274]
O01543	unreviewed	
O17698	unreviewed	
Q09389	reviewed	
O17100	unreviewed	
Q17400	unreviewed	integral component of endoplasmic reticulum membrane [GO:0030176]
K8FE09	unreviewed	
Q9XUB3	reviewed	chromosome [GO:0005694]; condensed nuclear chromosome [GO:0000794]; cytoplasm [GO:0005737]; meiotic spindle pole [GO:0090619]; nuclear chromatin [GO:0000790]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; spindle microtubule [GO:0005876]; synaptonemal complex [GO:0000795]
K8FE10	reviewed	axon [GO:0030424]; dense core granule [GO:0031045]; exocytic vesicle [GO:0070382]; plasma membrane [GO:0005886]; synaptic vesicle membrane [GO:0030672]
M1ZMI9	unreviewed	
O01299	unreviewed	
Q7JPB1	unreviewed	integral component of membrane [GO:0016021]
Q9XWI6	reviewed	eukaryotic 43S preinitiation complex [GO:0016282]; eukaryotic 48S preinitiation complex [GO:0033290]; eukaryotic translation initiation factor 3 complex [GO:0005852]
O01301	unreviewed	
O01314	unreviewed	endoplasmic reticulum [GO:0005783]; extrinsic component of endoplasmic reticulum membrane [GO:0042406]
O01331	unreviewed	
O01422	reviewed	COP9 signalosome [GO:0008180]; cytoplasm [GO:0005737]
O01426	unreviewed	
P46577	reviewed	cytoplasm [GO:0005737]; nucleus [GO:0005634]
P52717	reviewed	
Q17993	unreviewed	
Q19126	unreviewed	mitochondrial proton-transporting ATP synthase complex, coupling factor F(o) [GO:0000276]
Q19546	reviewed	centrosome [GO:0005813]; chromosome [GO:0005694]; chromosome, telomeric region [GO:0000781]; cytoplasm [GO:0005737]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; site of double-strand break [GO:0035861]
O01442	unreviewed	
Q93345	unreviewed	
O01446	unreviewed	nucleus [GO:0005634]
O01456	unreviewed	integral component of membrane [GO:0016021]
Q19682	unreviewed	
O01460	unreviewed	
O01464	unreviewed	
O44918		
O16311	unreviewed	nucleolus [GO:0005730]; small-subunit processome [GO:0032040]
O17200	unreviewed	
O17570	reviewed	cytosolic large ribosomal subunit [GO:0022625]
O17724	unreviewed	condensed chromosome [GO:0000793]
O18199	unreviewed	mitochondrion [GO:0005739]; ribosome [GO:0005840]
O61890	unreviewed	
P41779	reviewed	nucleus [GO:0005634]; RNA polymerase II transcription factor complex [GO:0090575]
P49181	reviewed	cytosolic large ribosomal subunit [GO:0022625]
Q09413	reviewed	elongin complex [GO:0070449]; transcription elongation factor complex [GO:0008023]
Q09424	reviewed	
Q09958	reviewed	nuclear periphery [GO:0034399]; nucleolus [GO:0005730]; preribosome, large subunit precursor [GO:0030687]
Q17658	unreviewed	
Q21910	unreviewed	
Q21930	reviewed	cytosolic large ribosomal subunit [GO:0022625]
Q23581	unreviewed	
Q86D10	unreviewed	
Q8MYQ1	reviewed	
Q9N5N9	unreviewed	nucleolus [GO:0005730]; preribosome, large subunit precursor [GO:0030687]
Q9XVC5	unreviewed	
O01487	unreviewed	
P90849	unreviewed	mitochondrial respiratory chain complex IV [GO:0005751]
Q21444	reviewed	Golgi membrane [GO:0000139]; Golgi transport complex [GO:0017119]
Q22616	reviewed	BLOC-1 complex [GO:0031083]; mitochondrial intermembrane space [GO:0005758]; mitochondrial matrix [GO:0005759]
Q22756	reviewed	BLOC-1 complex [GO:0031083]
Q9TYN4	unreviewed	
O01489	unreviewed	
Q95XW8	unreviewed	condensed chromosome [GO:0000793]; nuclear inner membrane [GO:0005637]
O01496	unreviewed	
Q19007	unreviewed	cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q9XW68	unreviewed	
O01498	reviewed	cilium [GO:0005929]; early endosome [GO:0005769]; endosome [GO:0005768]; ESCRT-0 complex [GO:0033565]
O16612	unreviewed	
O44624	unreviewed	
Q21366	unreviewed	
Q22648	unreviewed	integral component of membrane [GO:0016021]
Q9XVE1	unreviewed	
Q9XWH3	unreviewed	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
O01541	reviewed	cytoplasm [GO:0005737]
Q22198	unreviewed	nucleus [GO:0005634]
O61799	unreviewed	
P91913	reviewed	cytosolic large ribosomal subunit [GO:0022625]
Q18070	unreviewed	
Q9U1X7	unreviewed	
O01505	unreviewed	
O01506	unreviewed	
O01512	unreviewed	
O01519	unreviewed	nucleus [GO:0005634]
O01521	unreviewed	nucleus [GO:0005634]
Q20393	unreviewed	
O01532	unreviewed	
O01542	unreviewed	myofibril [GO:0030016]
O01546	unreviewed	
O16443	unreviewed	nucleus [GO:0005634]
P43509	reviewed	extracellular space [GO:0005615]; lysosome [GO:0005764]
Q9N5V3	unreviewed	nuclear membrane [GO:0031965]; nuclear periphery [GO:0034399]
O01577	unreviewed	axon [GO:0030424]; early endosome [GO:0005769]; endosome [GO:0005768]; Golgi apparatus [GO:0005794]; Golgi trans cisterna [GO:0000138]; lysosome [GO:0005764]; neuronal cell body [GO:0043025]; perinuclear region of cytoplasm [GO:0048471]; phagocytic vesicle [GO:0045335]; trans-Golgi network [GO:0005802]
O01580	unreviewed	mitochondrion [GO:0005739]
O01583	reviewed	cytoplasm [GO:0005737]
O01590	unreviewed	
O01756	unreviewed	
V6CJ04	reviewed	dendrite [GO:0030425]; neuronal cell body [GO:0043025]; nuclear envelope [GO:0005635]; perikaryon [GO:0043204]
O01616	unreviewed	integral component of membrane [GO:0016021]; intracellular membrane-bounded organelle [GO:0043231]
O01626	unreviewed	
O01634	reviewed	gap junction [GO:0005921]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
O01661	unreviewed	presynaptic active zone [GO:0048786]; voltage-gated calcium channel complex [GO:0005891]
O01683	reviewed	chromosome [GO:0005694]; nucleus [GO:0005634]
O01686	unreviewed	cytosol [GO:0005829]; Golgi apparatus [GO:0005794]; intracellular membrane-bounded organelle [GO:0043231]; membrane [GO:0016020]
O01738	reviewed	intracellular [GO:0005622]
O45717	reviewed	centrosome [GO:0005813]; kinesin complex [GO:0005871]; kinetochore [GO:0000776]; nuclear envelope [GO:0005635]; synapse [GO:0045202]
O01739	reviewed	extracellular space [GO:0005615]
P34283	reviewed	cytoplasm [GO:0005737]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]
O01761	reviewed	A band [GO:0031672]; intracellular [GO:0005622]; M band [GO:0031430]
P49595	reviewed	
P56173	reviewed	extracellular region [GO:0005576]
O01768	unreviewed	integral component of membrane [GO:0016021]
O45923	unreviewed	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
O01775	reviewed	cytoplasm [GO:0005737]
P17329	reviewed	cytosol [GO:0005829]
P17330	reviewed	cytosol [GO:0005829]
P91249	unreviewed	collagen trimer [GO:0005581]; extracellular matrix [GO:0031012]; extracellular space [GO:0005615]; integral component of membrane [GO:0016021]
Q09533	reviewed	cytosolic large ribosomal subunit [GO:0022625]
Q9XUL7	unreviewed	
O01780	unreviewed	extracellular region [GO:0005576]
P91182	unreviewed	
Q18953	reviewed	cytoplasm [GO:0005737]
Q19829	unreviewed	
Q95X44	unreviewed	apical plasma membrane [GO:0016324]; cytoplasm [GO:0005737]; plasma membrane [GO:0005886]; proton-transporting two-sector ATPase complex, catalytic domain [GO:0033178]
O01800	unreviewed	integral component of membrane [GO:0016021]
Q8T666	unreviewed	cytoplasmic vesicle [GO:0031410]; endolysosome [GO:0036019]; integral component of membrane [GO:0016021]; lysosomal membrane [GO:0005765]; lysosome [GO:0005764]; plasma membrane [GO:0005886]
Q9BJ56	unreviewed	integral component of membrane [GO:0016021]
O01803	reviewed	apical plasma membrane [GO:0016324]; cortical granule [GO:0060473]; cytosol [GO:0005829]; endosome [GO:0005768]; Golgi membrane [GO:0000139]; microtubule organizing center [GO:0005815]; recycling endosome [GO:0055037]; recycling endosome membrane [GO:0055038]; spindle [GO:0005819]; transport vesicle [GO:0030133]
Q19082	unreviewed	integral component of membrane [GO:0016021]; intracellular membrane-bounded organelle [GO:0043231]
O01820	unreviewed	condensed chromosome [GO:0000793]; lateral element [GO:0000800]; nuclear chromatin [GO:0000790]
O17898	reviewed	nuclear envelope [GO:0005635]
Q93575	reviewed	nucleus [GO:0005634]
O01840	reviewed	integral component of membrane [GO:0016021]
O01861	unreviewed	
O17586	reviewed	cytoplasm [GO:0005737]; nucleus [GO:0005634]; proteasome core complex [GO:0005839]; proteasome core complex, alpha-subunit complex [GO:0019773]
O01862	unreviewed	
O01868	reviewed	cytosolic large ribosomal subunit [GO:0022625]
O01869	unreviewed	cytosolic small ribosomal subunit [GO:0022627]
O16432	unreviewed	integral component of membrane [GO:0016021]
O18228	unreviewed	integral component of plasma membrane [GO:0005887]; neuron projection [GO:0043005]; synapse [GO:0045202]
O18229	reviewed	endoplasmic reticulum [GO:0005783]; sarcomere [GO:0030017]; striated muscle dense body [GO:0055120]
O62078	unreviewed	
O62126	reviewed	integral component of membrane [GO:0016021]
O76562	unreviewed	
Q03572	reviewed	
Q09360	reviewed	
Q0G825	unreviewed	nucleus [GO:0005634]
Q17648	unreviewed	
Q17884	unreviewed	
Q18538	unreviewed	extracellular space [GO:0005615]
Q18573	unreviewed	integral component of membrane [GO:0016021]
Q18687	unreviewed	integral component of membrane [GO:0016021]
Q19035	unreviewed	
Q19853	unreviewed	
Q21204	unreviewed	
Q22714	unreviewed	
Q23320	unreviewed	
Q23666	unreviewed	
Q95X91	reviewed	nucleus [GO:0005634]
Q9N3T2	reviewed	mitochondrion [GO:0005739]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q9NA78	unreviewed	endoplasmic reticulum [GO:0005783]
Q9NAF6	unreviewed	
Q9NF15	unreviewed	nucleus [GO:0005634]
V6CLG3	unreviewed	
O01870	unreviewed	integral component of membrane [GO:0016021]
O01876	unreviewed	mitochondrion [GO:0005739]
Q18081	reviewed	integral component of membrane [GO:0016021]; intracellular membrane-bounded organelle [GO:0043231]
Q19039	unreviewed	
O44741	unreviewed	
O61880	unreviewed	
O76388	unreviewed	central element [GO:0000801]; nucleus [GO:0005634]; synaptonemal complex [GO:0000795]
P90783	reviewed	Cdc73/Paf1 complex [GO:0016593]; transcriptionally active chromatin [GO:0035327]
Q21342	unreviewed	plasma membrane [GO:0005886]
Q9U3B7	unreviewed	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]
O01902	unreviewed	synaptic vesicle membrane [GO:0030672]
Q23012	unreviewed	integral component of membrane [GO:0016021]
Q95XR4	reviewed	cytoplasm [GO:0005737]
O01908	unreviewed	
Q17849	unreviewed	M band [GO:0031430]; striated muscle dense body [GO:0055120]
Q18959	unreviewed	
O01914	reviewed	RNA polymerase I core factor complex [GO:0070860]; RNA polymerase transcription factor SL1 complex [GO:0005668]
O01916	reviewed	integral component of membrane [GO:0016021]; mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]
O01917	unreviewed	integral component of membrane [GO:0016021]
O01925	reviewed	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]
O01927	unreviewed	integral component of membrane [GO:0016021]
Q9XXT5	unreviewed	cytoplasm [GO:0005737]; endoplasmic reticulum [GO:0005783]; nuclear envelope [GO:0005635]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
O01933	unreviewed	
O01964	unreviewed	cytoplasm [GO:0005737]; ubiquitin ligase complex [GO:0000151]
Q21633	unreviewed	ubiquitin ligase complex [GO:0000151]
O01965	unreviewed	cytoplasm [GO:0005737]; nucleus [GO:0005634]; ubiquitin ligase complex [GO:0000151]
O01991	reviewed	
Q23605	unreviewed	
Q9N5S8	unreviewed	endoplasmic reticulum [GO:0005783]; integral component of membrane [GO:0016021]
O02039	reviewed	nucleus [GO:0005634]
Q8I103	unreviewed	bicellular tight junction [GO:0005923]; cell-cell adherens junction [GO:0005913]
O02040	unreviewed	
O02043	unreviewed	integral component of plasma membrane [GO:0005887]
P90994	reviewed	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]
Q22243	unreviewed	extrinsic component of cytoplasmic side of plasma membrane [GO:0031234]
O44740	reviewed	condensed nuclear chromosome [GO:0000794]; cytoplasm [GO:0005737]; katanin complex [GO:0008352]; male pronucleus [GO:0001940]; microtubule [GO:0005874]; spindle pole [GO:0000922]
Q09248	reviewed	centrosome [GO:0005813]; cytoplasm [GO:0005737]; dynactin complex [GO:0005869]; dynein complex [GO:0030286]; kinetochore [GO:0000776]; membrane [GO:0016020]; nucleus [GO:0005634]; pericentriolar material [GO:0000242]; spindle microtubule [GO:0005876]
O16948	unreviewed	
P34808	reviewed	centrosome [GO:0005813]; chromosome [GO:0005694]; katanin complex [GO:0008352]; microtubule [GO:0005874]; nucleus [GO:0005634]; spindle [GO:0005819]; spindle pole [GO:0000922]
Q9U2K8	unreviewed	intracellular [GO:0005622]
O02063	unreviewed	chromatin [GO:0000785]; nuclear chromatin [GO:0000790]
O17375	unreviewed	
Q18524	unreviewed	
O02076	unreviewed	
Q04908	reviewed	proteasome regulatory particle, lid subcomplex [GO:0008541]
O02089	unreviewed	
O02099	unreviewed	
O02303	unreviewed	
O17732	reviewed	mitochondrion [GO:0005739]
O17983	unreviewed	
P40614	reviewed	integral component of mitochondrial inner membrane [GO:0031305]
Q19371	unreviewed	COPII vesicle coat [GO:0030127]
Q22260	unreviewed	collagen trimer [GO:0005581]; integral component of membrane [GO:0016021]
Q22747	reviewed	integral component of membrane [GO:0016021]; nuclear envelope [GO:0005635]; nuclear inner membrane [GO:0005637]; nuclear membrane [GO:0031965]
Q23368	unreviewed	COPII vesicle coat [GO:0030127]
Q23529	reviewed	centrosome [GO:0005813]; cytoplasm [GO:0005737]; integral component of membrane [GO:0016021]; microtubule [GO:0005874]; nuclear envelope [GO:0005635]; nuclear membrane [GO:0031965]
Q93211	unreviewed	integral component of membrane [GO:0016021]
Q94257	unreviewed	
Q9XTF3	reviewed	cell cortex [GO:0005938]; centrosome [GO:0005813]; chromosome [GO:0005694]; condensed chromosome [GO:0000793]; cytoplasm [GO:0005737]; mitotic spindle [GO:0072686]; P granule [GO:0043186]
O18017	reviewed	chromosome [GO:0005694]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; lateral element [GO:0000800]; nuclear chromosome [GO:0000228]; nuclear matrix [GO:0016363]; nucleolus [GO:0005730]; nucleus [GO:0005634]; pronucleus [GO:0045120]; replication fork [GO:0005657]
P50432	reviewed	cytosol [GO:0005829]; mitochondrion [GO:0005739]; nucleus [GO:0005634]
Q09451	reviewed	
Q18841	unreviewed	DNA replication factor C complex [GO:0005663]; nucleus [GO:0005634]
Q22258	reviewed	condensed nuclear chromosome [GO:0000794]; nucleus [GO:0005634]
Q22795	reviewed	chromosome [GO:0005694]; nucleus [GO:0005634]
O02139	unreviewed	membrane [GO:0016020]
O02151	reviewed	nucleus [GO:0005634]
P34704	reviewed	extracellular region [GO:0005576]
O02158	unreviewed	
O02161	reviewed	mitochondrial inner membrane [GO:0005743]
O02163	unreviewed	integral component of membrane [GO:0016021]
O44551	unreviewed	integral component of membrane [GO:0016021]
O02173	reviewed	endoplasmic reticulum [GO:0005783]; Golgi apparatus [GO:0005794]; perinuclear region of cytoplasm [GO:0048471]
Q9NA81	unreviewed	endoplasmic reticulum [GO:0005783]; plasma membrane [GO:0005886]; TRAPP complex [GO:0030008]; TRAPPIII protein complex [GO:1990072]; TRAPPII protein complex [GO:1990071]; TRAPPI protein complex [GO:1990070]
O02208	unreviewed	ESCRT III complex [GO:0000815]; multivesicular body [GO:0005771]
O44712	reviewed	intracellular [GO:0005622]; nucleus [GO:0005634]
Q22156	unreviewed	nucleus [GO:0005634]
O02224	unreviewed	
O02225	unreviewed	
O45691	unreviewed	
O02245		
Q23679	reviewed	mediator complex [GO:0016592]
O02267	unreviewed	mitochondrial respiratory chain complex I [GO:0005747]
P34710	reviewed	axon [GO:0030424]; basement membrane [GO:0005604]; cytoplasm [GO:0005737]; extracellular region [GO:0005576]
O02268	unreviewed	integral component of membrane [GO:0016021]
Q10910	unreviewed	
O02286	unreviewed	cytosol [GO:0005829]; mitochondrion [GO:0005739]
Q9BL48	unreviewed	nuclear chromatin [GO:0000790]
O02300	reviewed	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
Q9XVG7	unreviewed	
O02325	unreviewed	cytosol [GO:0005829]
O02328	reviewed	eukaryotic 43S preinitiation complex [GO:0016282]; eukaryotic 48S preinitiation complex [GO:0033290]; eukaryotic translation initiation factor 3 complex [GO:0005852]
P34339	reviewed	eukaryotic 43S preinitiation complex [GO:0016282]; eukaryotic 48S preinitiation complex [GO:0033290]; eukaryotic translation initiation factor 3 complex, eIF3e [GO:0071540]; eukaryotic translation initiation factor 3 complex, eIF3m [GO:0071541]; multi-eIF complex [GO:0043614]
Q967F1	unreviewed	eukaryotic 43S preinitiation complex [GO:0016282]
Q95XX0	reviewed	nucleus [GO:0005634]; ubiquitin conjugating enzyme complex [GO:0031371]
O02358	unreviewed	
Q6AW08	unreviewed	cis-Golgi network [GO:0005801]; endoplasmic reticulum [GO:0005783]; Golgi apparatus [GO:0005794]; Golgi transport complex [GO:0017119]; membrane [GO:0016020]
O16749	unreviewed	nucleus [GO:0005634]
O17593	unreviewed	nucleus [GO:0005634]
O17646	unreviewed	
O45103	unreviewed	nucleus [GO:0005634]
O45320	unreviewed	
P26797	reviewed	nucleus [GO:0005634]
P34326	reviewed	nucleus [GO:0005634]
P53547	reviewed	nucleus [GO:0005634]
P90841	unreviewed	
Q17895	reviewed	nucleus [GO:0005634]
Q18248	unreviewed	nucleus [GO:0005634]
Q22678	unreviewed	
Q23175	reviewed	nucleus [GO:0005634]; transcription factor complex [GO:0005667]
Q8MPS6	unreviewed	cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q93616	unreviewed	
Q95QR2	unreviewed	nucleus [GO:0005634]
Q9N4L2	unreviewed	nucleus [GO:0005634]
Q9NLC2	reviewed	nucleus [GO:0005634]
O02637	unreviewed	
Q21526	unreviewed	mitochondrion [GO:0005739]
O02639	reviewed	cytosolic large ribosomal subunit [GO:0022625]
Q23463	unreviewed	
O02642	unreviewed	mitochondrion [GO:0005739]; succinate-CoA ligase complex (GDP-forming) [GO:0045244]
O02655	reviewed	cytosol [GO:0005829]
O76463	reviewed	
O02658	reviewed	chromatin [GO:0000785]; cytoplasm [GO:0005737]; nuclear chromatin [GO:0000790]; pseudopodium [GO:0031143]
O16000	reviewed	axon [GO:0030424]; basolateral plasma membrane [GO:0016323]; dendrite [GO:0030425]; endomembrane system [GO:0012505]; integral component of membrane [GO:0016021]; membrane [GO:0016020]; neuronal cell body [GO:0043025]; plasma membrane [GO:0005886]; presynaptic active zone membrane [GO:0048787]; presynaptic membrane [GO:0042734]; SNARE complex [GO:0031201]; synaptic vesicle [GO:0008021]
P41941	reviewed	cytosol [GO:0005829]; endoplasmic reticulum membrane [GO:0005789]; ER to Golgi transport vesicle membrane [GO:0012507]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; late endosome membrane [GO:0031902]; SNARE complex [GO:0031201]
O16198	unreviewed	
Q9NA25	reviewed	integral component of membrane [GO:0016021]; intracellular organelle [GO:0043229]; peroxisomal membrane [GO:0005778]; peroxisome [GO:0005777]
Q9NF14	reviewed	
Q9TYS3	unreviewed	cytoplasm [GO:0005737]; Golgi apparatus [GO:0005794]; intracellular ferritin complex [GO:0008043]
O16208	unreviewed	
O16213	unreviewed	nucleus [GO:0005634]
O16215	unreviewed	
P91149	unreviewed	cis-Golgi network [GO:0005801]; exocyst [GO:0000145]; membrane [GO:0016020]
O16228	reviewed	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]
O16229		
O16315	unreviewed	
O61853	unreviewed	
Q27371	reviewed	troponin complex [GO:0005861]
Q9U202	unreviewed	
O16243	unreviewed	integral component of membrane [GO:0016021]; intracellular membrane-bounded organelle [GO:0043231]
O16254	unreviewed	integral component of membrane [GO:0016021]
O16271	unreviewed	integral component of membrane [GO:0016021]
O16274	unreviewed	
O16291	unreviewed	
O16292	unreviewed	nucleus [GO:0005634]
O45868	unreviewed	
O16297	unreviewed	MCM complex [GO:0042555]; nucleus [GO:0005634]
P34691	reviewed	cytoplasm [GO:0005737]; protein-containing complex [GO:0032991]
