Entry	Status	Gene ontology (cellular component)
Q92874	reviewed	cytoplasm [GO:0005737]; extracellular region [GO:0005576]; nucleus [GO:0005634]
Q92918	reviewed	cytoplasm [GO:0005737]; intracellular [GO:0005622]; membrane [GO:0016020]
Q92988	reviewed	nucleus [GO:0005634]
Q96GP6	reviewed	focal adhesion [GO:0005925]; integral component of membrane [GO:0016021]
Q96NS5	reviewed	cytosol [GO:0005829]
Q96RL7	reviewed	cytosol [GO:0005829]; dense core granule [GO:0031045]; extrinsic component of membrane [GO:0019898]; intracellular [GO:0005622]
Q99259	reviewed	axon terminus [GO:0043679]; cell cortex [GO:0005938]; clathrin-sculpted gamma-aminobutyric acid transport vesicle membrane [GO:0061202]; inhibitory synapse [GO:0060077]; intracellular [GO:0005622]; plasma membrane [GO:0005886]; presynaptic active zone [GO:0048786]; vesicle membrane [GO:0012506]
Q9BWW9	reviewed	cytoplasm [GO:0005737]; extracellular region [GO:0005576]
Q9BXM0	reviewed	cell junction [GO:0030054]; cytoplasm [GO:0005737]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; T-tubule [GO:0030315]
Q9BYB0	reviewed	cell junction [GO:0030054]; ciliary membrane [GO:0060170]; cytosol [GO:0005829]; dendrite [GO:0030425]; dendritic spine [GO:0043197]; extrinsic component of cytoplasmic side of plasma membrane [GO:0031234]; neuron projection [GO:0043005]; neuron spine [GO:0044309]; postsynaptic density [GO:0014069]; postsynaptic membrane [GO:0045211]
Q9BZM3	reviewed	nucleus [GO:0005634]
Q9C0E4	reviewed	cytosol [GO:0005829]; plasma membrane [GO:0005886]
Q9H0X9	reviewed	cytosol [GO:0005829]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; intracellular membrane-bounded organelle [GO:0043231]; membrane [GO:0016020]
Q9H1R2	reviewed	cytosol [GO:0005829]; plasma membrane [GO:0005886]
Q9HCQ7	reviewed	extracellular region [GO:0005576]
Q9NQ76	reviewed	endoplasmic reticulum lumen [GO:0005788]; extracellular matrix [GO:0031012]
Q9NRJ4	reviewed	cilium [GO:0005929]; cytoplasm [GO:0005737]; cytosol [GO:0005829]
Q9NUR3	reviewed	integral component of membrane [GO:0016021]
Q9NZV5	reviewed	endoplasmic reticulum membrane [GO:0005789]
Q9UBS5	reviewed	cell junction [GO:0030054]; cytoplasm [GO:0005737]; dendrite [GO:0030425]; extracellular region [GO:0005576]; GABA-ergic synapse [GO:0098982]; G protein-coupled receptor heterodimeric complex [GO:0038039]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]; postsynaptic membrane [GO:0045211]; presynaptic membrane [GO:0042734]; Schaffer collateral - CA1 synapse [GO:0098685]
Q9UHL9	reviewed	cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q9UIF9	reviewed	chromatin silencing complex [GO:0005677]; cytosol [GO:0005829]; nuclear speck [GO:0016607]; nucleolus [GO:0005730]; rDNA heterochromatin [GO:0033553]
Q9UJT2	reviewed	centriole [GO:0005814]
Q9UJV9	reviewed	catalytic step 2 spliceosome [GO:0071013]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; membrane [GO:0016020]; nucleus [GO:0005634]
Q9UK85	reviewed	acrosomal vesicle [GO:0001669]; extracellular space [GO:0005615]
Q9UL51	reviewed	HCN channel complex [GO:0098855]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]; voltage-gated potassium channel complex [GO:0008076]
Q9ULD4	reviewed	cytosol [GO:0005829]; extracellular region [GO:0005576]; MOZ/MORF histone acetyltransferase complex [GO:0070776]
Q9UMY4	reviewed	early endosome [GO:0005769]; membrane [GO:0016020]
Q9UN72	reviewed	integral component of plasma membrane [GO:0005887]
Q9UN86	reviewed	cytoplasm [GO:0005737]; cytosol [GO:0005829]; ribonucleoprotein complex [GO:1990904]
Q9Y2H0	reviewed	cholinergic synapse [GO:0098981]; glutamatergic synapse [GO:0098978]; neuromuscular junction [GO:0031594]; plasma membrane [GO:0005886]; postsynaptic specialization [GO:0099572]
Q9Y3Q4	reviewed	HCN channel complex [GO:0098855]; intrinsic component of plasma membrane [GO:0031226]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]
Q9Y3S1	reviewed	cytoplasm [GO:0005737]; cytosol [GO:0005829]; plasma membrane [GO:0005886]
Q9Y5X2	reviewed	cytosol [GO:0005829]; early endosome membrane [GO:0031901]; intracellular membrane-bounded organelle [GO:0043231]
Q9Y5Y3	reviewed	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
Q9Y697	reviewed	cytosol [GO:0005829]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
P07332	reviewed	cytoplasm [GO:0005737]; cytoplasmic vesicle [GO:0031410]; cytosol [GO:0005829]; extrinsic component of cytoplasmic side of plasma membrane [GO:0031234]; focal adhesion [GO:0005925]; Golgi apparatus [GO:0005794]; microtubule cytoskeleton [GO:0015630]
P15498	reviewed	cell-cell junction [GO:0005911]; cytosol [GO:0005829]; plasma membrane [GO:0005886]
P43405	reviewed	B cell receptor complex [GO:0019815]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; early phagosome [GO:0032009]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; protein-containing complex [GO:0032991]; T cell receptor complex [GO:0042101]
P51813	reviewed	cytosol [GO:0005829]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]; ruffle membrane [GO:0032587]
P98077	reviewed	cytosol [GO:0005829]; plasma membrane [GO:0005886]
Q06124	reviewed	cytoplasm [GO:0005737]; cytosol [GO:0005829]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]
Q13239	reviewed	endosome [GO:0005768]
Q6PKX4	reviewed	cytosol [GO:0005829]
Q7Z6G8	reviewed	Cajal body [GO:0015030]; cell junction [GO:0030054]; cytosol [GO:0005829]; dendritic spine [GO:0043197]; intracellular membrane-bounded organelle [GO:0043231]; plasma membrane [GO:0005886]; postsynaptic density [GO:0014069]; postsynaptic membrane [GO:0045211]
Q8TEW6	reviewed	cytosol [GO:0005829]
Q8WYP3	reviewed	cytosol [GO:0005829]
Q92529	reviewed	cytosol [GO:0005829]; plasma membrane [GO:0005886]
Q92870	reviewed	cytoplasm [GO:0005737]; growth cone [GO:0030426]; lamellipodium [GO:0030027]; membrane [GO:0016020]; nucleus [GO:0005634]; synapse [GO:0045202]
Q9NSE2	reviewed	cytosol [GO:0005829]; phosphatidylinositol 3-kinase complex [GO:0005942]; plasma membrane [GO:0005886]
Q9UQQ2	reviewed	cytosol [GO:0005829]; plasma membrane [GO:0005886]
Q9Y490	reviewed	cell surface [GO:0009986]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; focal adhesion [GO:0005925]; ruffle [GO:0001726]; ruffle membrane [GO:0032587]
Q53HB3	unreviewed	cytoplasm [GO:0005737]; proteasome complex [GO:0000502]
Q96GS4	reviewed	BORC complex [GO:0099078]; lysosomal membrane [GO:0005765]
P00558	reviewed	cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; membrane [GO:0016020]; membrane raft [GO:0045121]
P00568	reviewed	cytosol [GO:0005829]; extracellular exosome [GO:0070062]
P00734	reviewed	blood microparticle [GO:0072562]; endoplasmic reticulum lumen [GO:0005788]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; Golgi lumen [GO:0005796]; plasma membrane [GO:0005886]
P00736	reviewed	blood microparticle [GO:0072562]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]
P35558	reviewed	cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; mitochondrion [GO:0005739]
P62913	reviewed	cytoplasm [GO:0005737]; cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; extracellular exosome [GO:0070062]; membrane [GO:0016020]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; polysomal ribosome [GO:0042788]; protein-containing complex [GO:0032991]
Q9H3D4	reviewed	cytoplasm [GO:0005737]; cytosol [GO:0005829]; dendrite [GO:0030425]; Golgi apparatus [GO:0005794]; mitochondrion [GO:0005739]; nuclear chromatin [GO:0000790]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]; rough endoplasmic reticulum [GO:0005791]
P16403	reviewed	nuclear euchromatin [GO:0005719]; nucleosome [GO:0000786]; nucleus [GO:0005634]; transcriptionally active chromatin [GO:0035327]
P00746	reviewed	extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; ficolin-1-rich granule lumen [GO:1904813]; platelet alpha granule lumen [GO:0031093]; secretory granule lumen [GO:0034774]
P00747	reviewed	blood microparticle [GO:0072562]; cell surface [GO:0009986]; collagen-containing extracellular matrix [GO:0062023]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; extrinsic component of external side of plasma membrane [GO:0031232]; other organism cell membrane [GO:0044218]; plasma membrane [GO:0005886]; platelet alpha granule lumen [GO:0031093]
Q96F07	reviewed	cell junction [GO:0030054]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; membrane [GO:0016020]; neuron projection [GO:0043005]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; synapse [GO:0045202]
P00749	reviewed	cell surface [GO:0009986]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; focal adhesion [GO:0005925]; plasma membrane [GO:0005886]; specific granule membrane [GO:0035579]; tertiary granule membrane [GO:0070821]
Q06187	reviewed	cytoplasm [GO:0005737]; cytoplasmic vesicle [GO:0031410]; cytosol [GO:0005829]; mast cell granule [GO:0042629]; membrane raft [GO:0045121]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]
P00751	reviewed	blood microparticle [GO:0072562]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; plasma membrane [GO:0005886]
P00797	reviewed	apical part of cell [GO:0045177]; cytoplasm [GO:0005737]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; plasma membrane [GO:0005886]
Q8N4L8	reviewed	
Q92629	reviewed	cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; dystrophin-associated glycoprotein complex [GO:0016010]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; sarcoglycan complex [GO:0016012]; sarcolemma [GO:0042383]
P00915	reviewed	cytosol [GO:0005829]; extracellular exosome [GO:0070062]
P56937	reviewed	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
P00918	reviewed	apical part of cell [GO:0045177]; axon [GO:0030424]; basolateral plasma membrane [GO:0016323]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; microvillus [GO:0005902]; myelin sheath [GO:0043209]; plasma membrane [GO:0005886]
Q9H8Y5	reviewed	Cdc48p-Npl4p-Vms1p AAA ATPase complex [GO:0036266]; cytoplasm [GO:0005737]; membrane [GO:0016020]
Q9P2K9	reviewed	cytoplasm [GO:0005737]; cytoplasmic vesicle membrane [GO:0030659]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; nuclear membrane [GO:0031965]
P02795	reviewed	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]
P01008	reviewed	blood microparticle [GO:0072562]; collagen-containing extracellular matrix [GO:0062023]; endoplasmic reticulum lumen [GO:0005788]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; plasma membrane [GO:0005886]
P01009	reviewed	collagen-containing extracellular matrix [GO:0062023]; COPII-coated ER to Golgi transport vesicle [GO:0030134]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum-Golgi intermediate compartment membrane [GO:0033116]; endoplasmic reticulum lumen [GO:0005788]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; ficolin-1-rich granule lumen [GO:1904813]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; intracellular membrane-bounded organelle [GO:0043231]; platelet alpha granule lumen [GO:0031093]
P34741	reviewed	cell surface [GO:0009986]; collagen-containing extracellular matrix [GO:0062023]; endoplasmic reticulum lumen [GO:0005788]; Golgi lumen [GO:0005796]; integral component of membrane [GO:0016021]; lysosomal lumen [GO:0043202]; plasma membrane [GO:0005886]
V9HW50	unreviewed	cytosol [GO:0005829]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]
P01019	reviewed	blood microparticle [GO:0072562]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]
P20336	reviewed	acrosomal vesicle [GO:0001669]; anchored component of synaptic vesicle membrane [GO:0098993]; axon [GO:0030424]; clathrin-sculpted acetylcholine transport vesicle membrane [GO:0060201]; clathrin-sculpted gamma-aminobutyric acid transport vesicle membrane [GO:0061202]; clathrin-sculpted glutamate transport vesicle membrane [GO:0060203]; clathrin-sculpted monoamine transport vesicle membrane [GO:0070083]; cytosol [GO:0005829]; endosome [GO:0005768]; extracellular vesicle [GO:1903561]; plasma membrane [GO:0005886]; protein-containing complex [GO:0032991]; secretory granule membrane [GO:0030667]; synaptic vesicle [GO:0008021]; terminal bouton [GO:0043195]; vesicle [GO:0031982]
P33260	reviewed	cytoplasm [GO:0005737]; endoplasmic reticulum membrane [GO:0005789]; intracellular membrane-bounded organelle [GO:0043231]; organelle membrane [GO:0031090]
P57775	reviewed	cytosol [GO:0005829]; SCF ubiquitin ligase complex [GO:0019005]; ubiquitin ligase complex [GO:0000151]
Q06418	reviewed	cell surface [GO:0009986]; cytoplasm [GO:0005737]; endoplasmic reticulum membrane [GO:0005789]; integral component of plasma membrane [GO:0005887]; nuclear envelope [GO:0005635]; nucleus [GO:0005634]; receptor complex [GO:0043235]
Q14576	reviewed	
Q15583	reviewed	nucleoplasm [GO:0005654]
Q6NVH7	reviewed	nucleus [GO:0005634]; Shu complex [GO:0097196]
Q6ZW49	reviewed	chromosome [GO:0005694]; histone methyltransferase complex [GO:0035097]; MLL3/4 complex [GO:0044666]; nuclear matrix [GO:0016363]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q7Z348	unreviewed	
Q92599	reviewed	microtubule cytoskeleton [GO:0015630]; septin complex [GO:0031105]; septin filament array [GO:0032160]; septin ring [GO:0005940]
Q92947	reviewed	mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]
Q969P0	reviewed	extracellular exosome [GO:0070062]; integral component of membrane [GO:0016021]; membrane [GO:0016020]; plasma membrane [GO:0005886]
Q96CN4	reviewed	intracellular [GO:0005622]
Q96FJ0	reviewed	cytosol [GO:0005829]; endosome [GO:0005768]; membrane [GO:0016020]
Q96KS0	reviewed	nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q96QH2	reviewed	plasma membrane [GO:0005886]; protein-containing complex [GO:0032991]
Q9BVC4	reviewed	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]; TORC1 complex [GO:0031931]; TORC2 complex [GO:0031932]
Q9HD89	reviewed	azurophil granule lumen [GO:0035578]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; nucleus [GO:0005634]; specific granule lumen [GO:0035580]
Q9NXK8	reviewed	cytosol [GO:0005829]; nucleus [GO:0005634]; SCF ubiquitin ligase complex [GO:0019005]
Q9UBB6	reviewed	cytosol [GO:0005829]; dendrite [GO:0030425]; membrane [GO:0016020]; neuronal cell body [GO:0043025]
Q9Y3B2	reviewed	cytoplasm [GO:0005737]; cytosol [GO:0005829]; exosome (RNase complex) [GO:0000178]; nuclear exosome (RNase complex) [GO:0000176]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]
P01024	reviewed	azurophil granule lumen [GO:0035578]; blood microparticle [GO:0072562]; endoplasmic reticulum lumen [GO:0005788]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; plasma membrane [GO:0005886]; protein-containing complex [GO:0032991]; secretory granule lumen [GO:0034774]
P01031	reviewed	extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; membrane attack complex [GO:0005579]
P24534	reviewed	cytoplasm [GO:0005737]; cytosol [GO:0005829]; eukaryotic translation elongation factor 1 complex [GO:0005853]
Q13011	reviewed	cytosol [GO:0005829]; extracellular exosome [GO:0070062]; membrane [GO:0016020]; mitochondrion [GO:0005739]; peroxisomal matrix [GO:0005782]; peroxisome [GO:0005777]
P01034	reviewed	endoplasmic reticulum lumen [GO:0005788]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; ficolin-1-rich granule lumen [GO:1904813]; tertiary granule lumen [GO:1904724]
P01040	reviewed	cornified envelope [GO:0001533]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular space [GO:0005615]; nucleus [GO:0005634]
P15408	reviewed	nucleoplasm [GO:0005654]; nucleus [GO:0005634]
P16278	reviewed	azurophil granule lumen [GO:0035578]; cytoplasm [GO:0005737]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; ficolin-1-rich granule lumen [GO:1904813]; Golgi apparatus [GO:0005794]; intracellular membrane-bounded organelle [GO:0043231]; lysosomal lumen [GO:0043202]; perinuclear region of cytoplasm [GO:0048471]; vacuole [GO:0005773]
P22415	reviewed	nuclear chromatin [GO:0000790]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; transcription factor complex [GO:0005667]
P61952	reviewed	heterotrimeric G-protein complex [GO:0005834]; plasma membrane [GO:0005886]
Q14353	reviewed	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]
Q15853	reviewed	intracellular membrane-bounded organelle [GO:0043231]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q8N6T3	reviewed	cytosol [GO:0005829]; Golgi membrane [GO:0000139]; postsynaptic density [GO:0014069]; synapse [GO:0045202]
Q9P127	reviewed	cytoplasm [GO:0005737]; nucleus [GO:0005634]
V9HWB2	unreviewed	
P18283	reviewed	cytoplasm [GO:0005737]; cytosol [GO:0005829]
P98172	reviewed	cytoplasm [GO:0005737]; extracellular exosome [GO:0070062]; integral component of plasma membrane [GO:0005887]; membrane raft [GO:0045121]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; synapse [GO:0045202]
Q8NG66	reviewed	nucleolus [GO:0005730]; nucleoplasm [GO:0005654]
Q92616	reviewed	cytoplasm [GO:0005737]; cytosol [GO:0005829]; membrane [GO:0016020]; polysome [GO:0005844]; ribosome [GO:0005840]
Q96HA7	reviewed	cytoplasm [GO:0005737]; nuclear body [GO:0016604]; nuclear replication fork [GO:0043596]; nucleoplasm [GO:0005654]
P30626	reviewed	axon terminus [GO:0043679]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; dendritic spine neck [GO:0044326]; endoplasmic reticulum membrane [GO:0005789]; extracellular exosome [GO:0070062]; membrane [GO:0016020]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; sarcoplasmic reticulum [GO:0016529]; sarcoplasmic reticulum membrane [GO:0033017]; smooth endoplasmic reticulum [GO:0005790]; T-tubule [GO:0030315]; Z disc [GO:0030018]
P60866	reviewed	cytosol [GO:0005829]; cytosolic small ribosomal subunit [GO:0022627]; extracellular exosome [GO:0070062]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; synapse [GO:0045202]
Q9P212	reviewed	cytosol [GO:0005829]; Golgi membrane [GO:0000139]; plasma membrane [GO:0005886]
Q12967	reviewed	brush border [GO:0005903]; cytosol [GO:0005829]; nucleus [GO:0005634]
Q8N4Y1	unreviewed	intracellular [GO:0005622]
Q9NZL6	reviewed	cytosol [GO:0005829]
Q9UI38	reviewed	anchored component of plasma membrane [GO:0046658]; cytoplasm [GO:0005737]; endoplasmic reticulum [GO:0005783]; extrinsic component of plasma membrane [GO:0019897]
P09417	reviewed	cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; neuron projection [GO:0043005]
P31930	reviewed	cytosol [GO:0005829]; mitochondrial inner membrane [GO:0005743]; mitochondrial respiratory chain [GO:0005746]; mitochondrial respiratory chain complex III [GO:0005750]; mitochondrion [GO:0005739]; myelin sheath [GO:0043209]
Q0ZFD6	unreviewed	integral component of mitochondrial inner membrane [GO:0031305]; respiratory chain complex III [GO:0045275]
Q5VZX0	unreviewed	cytoplasm [GO:0005737]; dendritic shaft [GO:0043198]; dendritic spine [GO:0043197]; integral component of plasma membrane [GO:0005887]; neuronal cell body [GO:0043025]
Q7GIM7	unreviewed	integral component of membrane [GO:0016021]; mitochondrion [GO:0005739]
Q92633	reviewed	cell surface [GO:0009986]; dendritic shaft [GO:0043198]; dendritic spine [GO:0043197]; endosome [GO:0005768]; integral component of plasma membrane [GO:0005887]; neuronal cell body [GO:0043025]; plasma membrane [GO:0005886]
Q9BQ39	reviewed	membrane [GO:0016020]; nucleolus [GO:0005730]; plasma membrane [GO:0005886]
Q9GZT9	reviewed	cytoplasm [GO:0005737]; cytosol [GO:0005829]; glutamatergic synapse [GO:0098978]; nucleus [GO:0005634]; postsynaptic density [GO:0014069]
Q9H0S4	reviewed	membrane [GO:0016020]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]
P01127	reviewed	basolateral plasma membrane [GO:0016323]; cell surface [GO:0009986]; collagen-containing extracellular matrix [GO:0062023]; cytoplasm [GO:0005737]; endoplasmic reticulum lumen [GO:0005788]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; Golgi lumen [GO:0005796]; Golgi membrane [GO:0000139]; platelet alpha granule lumen [GO:0031093]
P01130	reviewed	apical part of cell [GO:0045177]; basolateral plasma membrane [GO:0016323]; cell surface [GO:0009986]; clathrin-coated endocytic vesicle membrane [GO:0030669]; clathrin-coated pit [GO:0005905]; early endosome [GO:0005769]; endolysosome membrane [GO:0036020]; endosome membrane [GO:0010008]; external side of plasma membrane [GO:0009897]; Golgi apparatus [GO:0005794]; integral component of plasma membrane [GO:0005887]; intracellular [GO:0005622]; late endosome [GO:0005770]; low-density lipoprotein particle [GO:0034362]; lysosome [GO:0005764]; membrane [GO:0016020]; PCSK9-LDLR complex [GO:1990666]; plasma membrane [GO:0005886]; receptor complex [GO:0043235]; somatodendritic compartment [GO:0036477]; sorting endosome [GO:0097443]
P41235	reviewed	cytoplasm [GO:0005737]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
P43365	reviewed	
Q92753	reviewed	nucleoplasm [GO:0005654]; nucleus [GO:0005634]
P01178	reviewed	extracellular region [GO:0005576]; extracellular space [GO:0005615]; secretory granule [GO:0030141]; terminal bouton [GO:0043195]
P01185	reviewed	clathrin-coated vesicle membrane [GO:0030665]; cytosol [GO:0005829]; dendrite [GO:0030425]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; secretory granule [GO:0030141]
P01215	reviewed	extracellular region [GO:0005576]; extracellular space [GO:0005615]; follicle-stimulating hormone complex [GO:0016914]; Golgi lumen [GO:0005796]
P01270	reviewed	extracellular region [GO:0005576]; extracellular space [GO:0005615]; intracellular [GO:0005622]
P01303	reviewed	cell [GO:0005623]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; Golgi apparatus [GO:0005794]
P54707	reviewed	basolateral plasma membrane [GO:0016323]; plasma membrane [GO:0005886]; potassium:proton exchanging ATPase complex [GO:0005889]
P01344	reviewed	extracellular region [GO:0005576]; extracellular space [GO:0005615]; platelet alpha granule lumen [GO:0031093]
Q9NPI5	reviewed	cytosol [GO:0005829]; intracellular membrane-bounded organelle [GO:0043231]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]
P01588	reviewed	cell body [GO:0044297]; cell surface [GO:0009986]; extracellular region [GO:0005576]; extracellular space [GO:0005615]
P08183	reviewed	apical plasma membrane [GO:0016324]; cell surface [GO:0009986]; extracellular exosome [GO:0070062]; integral component of membrane [GO:0016021]; membrane [GO:0016020]; plasma membrane [GO:0005886]
P01732	reviewed	external side of plasma membrane [GO:0009897]; extracellular region [GO:0005576]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]; plasma membrane raft [GO:0044853]; T cell receptor complex [GO:0042101]
P06493	reviewed	centrosome [GO:0005813]; cyclin B1-CDK1 complex [GO:0097125]; cyclin-dependent protein kinase holoenzyme complex [GO:0000307]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; endoplasmic reticulum membrane [GO:0005789]; extracellular exosome [GO:0070062]; membrane [GO:0016020]; midbody [GO:0030496]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; mitotic spindle [GO:0072686]; nuclear chromosome, telomeric region [GO:0000784]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; spindle microtubule [GO:0005876]
P01871	reviewed	blood microparticle [GO:0072562]; cell surface [GO:0009986]; external side of plasma membrane [GO:0009897]; extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; hexameric IgM immunoglobulin complex [GO:0071757]; immunoglobulin complex, circulating [GO:0042571]; integral component of membrane [GO:0016021]; pentameric IgM immunoglobulin complex [GO:0071756]; plasma membrane [GO:0005886]
P01909	reviewed	clathrin-coated endocytic vesicle membrane [GO:0030669]; endocytic vesicle membrane [GO:0030666]; endosome membrane [GO:0010008]; ER to Golgi transport vesicle membrane [GO:0012507]; Golgi membrane [GO:0000139]; integral component of lumenal side of endoplasmic reticulum membrane [GO:0071556]; integral component of plasma membrane [GO:0005887]; lysosomal membrane [GO:0005765]; membrane [GO:0016020]; MHC class II protein complex [GO:0042613]; plasma membrane [GO:0005886]; trans-Golgi network membrane [GO:0032588]; transport vesicle membrane [GO:0030658]
P50613	reviewed	cyclin-dependent protein kinase activating kinase holoenzyme complex [GO:0019907]; cytoplasm [GO:0005737]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; transcription factor TFIIH holo complex [GO:0005675]; transcription factor TFIIK complex [GO:0070985]
P02008	reviewed	extracellular exosome [GO:0070062]; haptoglobin-hemoglobin complex [GO:0031838]; hemoglobin complex [GO:0005833]
P02042	reviewed	blood microparticle [GO:0072562]; cytosol [GO:0005829]; haptoglobin-hemoglobin complex [GO:0031838]; hemoglobin complex [GO:0005833]
P09105	reviewed	haptoglobin-hemoglobin complex [GO:0031838]; hemoglobin complex [GO:0005833]
P02458	reviewed	basement membrane [GO:0005604]; collagen-containing extracellular matrix [GO:0062023]; collagen trimer [GO:0005581]; collagen type II trimer [GO:0005585]; endoplasmic reticulum lumen [GO:0005788]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; extracellular space [GO:0005615]
Q12794	reviewed	cytoplasm [GO:0005737]; cytoplasmic vesicle [GO:0031410]; extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; hyaluranon cable [GO:0036117]; lysosomal lumen [GO:0043202]; lysosome [GO:0005764]
P20807	reviewed	cytoplasm [GO:0005737]; cytosol [GO:0005829]; intracellular [GO:0005622]; myofibril [GO:0030016]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; protein-containing complex [GO:0032991]; T-tubule [GO:0030315]; Z disc [GO:0030018]
